X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,weather,sci,comm,nav,misc
2018-061A,43569,*+,IRIDIUM 160,US,2018-07-25,AFWTR,NA,100.4,86.4,779,776,N/A,,0,0,1,0,0
2018-061B,43570,*+,IRIDIUM 166,US,2018-07-25,AFWTR,NA,100.4,86.4,779,776,N/A,,0,0,1,0,0
2018-061C,43571,*+,IRIDIUM 158,US,2018-07-25,AFWTR,NA,100.4,86.4,779,776,N/A,,0,0,1,0,0
2018-061D,43572,*+,IRIDIUM 165,US,2018-07-25,AFWTR,NA,100.4,86.4,779,776,N/A,,0,0,1,0,0
2018-061E,43573,*+,IRIDIUM 155,US,2018-07-25,AFWTR,NA,100.4,86.4,780,776,N/A,,0,0,1,0,0
2018-061F,43574,*+,IRIDIUM 154,US,2018-07-25,AFWTR,NA,100.4,86.4,779,776,N/A,,0,0,1,0,0
2018-061G,43575,*+,IRIDIUM 163,US,2018-07-25,AFWTR,NA,100.4,86.4,779,777,N/A,,0,0,1,0,0
2018-061H,43576,*+,IRIDIUM 156,US,2018-07-25,AFWTR,NA,100.4,86.4,779,776,N/A,,0,0,1,0,0
2018-061J,43577,*+,IRIDIUM 164,US,2018-07-25,AFWTR,NA,100.4,86.4,779,776,N/A,,0,0,1,0,0
2018-061K,43578,*+,IRIDIUM 159,US,2018-07-25,AFWTR,NA,100.4,86.4,779,776,N/A,,0,0,1,0,0
2018-062A,43581,*+,BEIDOU-3 M9,PRC,2018-07-29,XICLF,NA,773.2,54.7,21546,21510,N/A,,0,0,0,1,0
2018-062B,43582,*+,BEIDOU-3 M10,PRC,2018-07-29,XICLF,NA,773.2,54.7,21542,21514,N/A,,0,0,0,1,0
2018-063A,43585,*+,GAOFEN 11,PRC,2018-07-31,TAISC,NA,94.5,97.4,507,483,N/A,,1,0,0,0,0
2018-064A,43587,*+,TELKOM 4 (MERAH PUTIH),IND,2018-08-07,AFETR,NA,1436.1,0,35793,35780,N/A,,0,0,1,0,0
1998-067PD,43589,M*+,UITMSAT-1,MAL,1998-11-20,TYMSC,NA,92,51.6,377,370,N/A,,0,0,1,0,1
1998-067PE,43590,M*+,MAYA-1,RP,1998-11-20,TYMSC,NA,92,51.6,377,370,N/A,,0,0,1,0,1
1998-067PF,43591,M*+,BHUTAN-1,BHU,1998-11-20,TYMSC,NA,92,51.6,377,370,N/A,,0,0,1,0,1
1998-067PG,43595,*+,SIRIUSSAT-1,CIS,1998-11-20,TYMSC,NA,92.1,51.6,379,374,N/A,,0,0,1,0,1
1998-067PH,43596,*+,SIRIUSSAT-2,CIS,1998-11-20,TYMSC,NA,92.1,51.6,380,374,N/A,,0,0,1,0,1
1998-067PJ,43597,*+,TANUSHA-3,CIS,1998-11-20,TYMSC,NA,91.9,51.6,372,368,N/A,,0,0,1,0,1
1998-067PK,43598,*+,OBJECT PK,CIS,1998-11-20,TYMSC,NA,91.9,51.6,371,367,N/A,,0,0,1,0,0
2018-066A,43600,*+,AEOLUS,ESA,2018-08-22,FRGUI,NA,90.8,96.7,317,307,N/A,,1,0,0,0,0
2018-067A,43602,*+,BEIDOU-3 M11,PRC,2018-08-24,XICLF,NA,773.2,54.8,21545,21511,N/A,,0,0,0,1,0
2018-067B,43603,*+,BEIDOU-3 M12,PRC,2018-08-24,XICLF,NA,773.2,54.8,21539,21517,N/A,,0,0,0,1,0
2018-068A,43609,*+,HAIYANG-1C,PRC,2018-09-07,TAISC,NA,100.4,98.6,787,768,N/A,,0,0,0,0,0
2018-069A,43611,*+,TELSTAR 18V (APSTAR 5C),CA,2018-09-10,AFETR,NA,1436.1,0,35797,35778,N/A,,0,0,1,0,0
2018-070A,43613,*+,ICESAT-2,US,2018-09-15,AFWTR,NA,94.2,92,483,479,N/A,,1,0,0,0,0
2018-070B,43614,*+,SURFSAT,US,2018-09-15,AFWTR,NA,93.6,93,462,442,N/A,,0,0,1,0,1
2018-070C,43615,*+,CP7 (DAVE),US,2018-09-15,AFWTR,NA,93.6,93,463,442,N/A,,0,0,1,0,1
2018-070D,43616,*+,ELFIN-B,US,2018-09-15,AFWTR,NA,93.6,93,461,439,N/A,,0,0,1,0,1
2018-070E,43617,*+,ELFIN-A,US,2018-09-15,AFWTR,NA,93.6,93,460,439,N/A,,0,0,1,0,1
2018-071A,43618,*+,SSTL S1-4,UK,2018-09-16,SRILR,NA,96.3,97.8,593,573,N/A,,0,0,0,0,0
2018-071B,43619,*+,NOVASAR 1,UK,2018-09-16,SRILR,NA,96.3,97.8,588,578,N/A,,0,0,0,0,0
2018-072A,43622,*+,BEIDOU-3 M13,PRC,2018-09-19,XICLF,NA,773.2,55.1,21541,21515,N/A,,1,0,0,1,0
2018-072B,43623,*+,BEIDOU-3 M14,PRC,2018-09-19,XICLF,NA,773.2,55.1,21540,21516,N/A,,1,0,0,1,0
2018-074A,43632,M*+,AZERSPACE 2 (IS-38),AZE,2018-09-25,FRGUI,NA,1436.1,0,35793,35781,N/A,,0,0,1,0,0
2018-074B,43633,*+,HORIZONS 3E,ITS,2018-09-25,FRGUI,NA,1436.1,0,35789,35784,N/A,,0,0,1,0,0
2018-075A,43636,*+,CENTISPACE-1 S1,PRC,2018-09-29,JSC,NA,98.8,98.2,711,694,N/A,,0,0,0,0,0
1998-067PN,43638,*+,OBJECT PN,TBD,1998-11-20,TYMSC,NA,92.3,51.6,391,387,N/A,,0,0,0,0,0
1998-067PP,43639,*+,OBJECT PP,TBD,1998-11-20,TYMSC,NA,92.2,51.6,387,380,N/A,,0,0,0,0,0
1998-067PQ,43640,*+,STARS-ME,JPN,1998-11-20,TYMSC,NA,92.3,51.6,391,383,N/A,,0,0,1,0,0
2018-076A,43641,*+,SAOCOM 1A,ARG,2018-10-08,AFWTR,NA,97.2,97.9,624,622,N/A,,0,0,0,0,0
2018-077A,43642,*+,YAOGAN-32 A,PRC,2018-10-09,JSC,NA,98.7,98.2,696,695,N/A,,0,0,0,0,0
2018-077B,43643,*+,YAOGAN-32 B,PRC,2018-10-09,JSC,NA,98.7,98.2,696,695,N/A,,0,0,0,0,0
2018-078A,43647,*+,BEIDOU-3 M15,PRC,2018-10-15,XICLF,NA,773.2,55.2,21543,21512,N/A,,0,0,0,1,0
2018-078B,43648,*+,BEIDOU-3 M16,PRC,2018-10-15,XICLF,NA,773.2,55.1,21537,21519,N/A,,0,0,0,1,0
2018-079A,43651,*+,AEHF-4 (USA 288),US,2018-10-17,AFETR,NA,1436,4.4,35806,35765,N/A,,0,0,1,0,0
2018-081A,43655,*+,HAIYANG-2B,PRC,2018-10-24,TAISC,NA,104.4,99.4,967,966,N/A,,0,0,0,0,0
2018-082A,43657,*+,COSMOS 2528,CIS,2018-10-25,PLMSC,NA,103.1,67.2,909,901,N/A,,0,0,0,0,0
2018-083A,43662,*+,CFOSAT,PRC,2018-10-29,JSC,NA,95,97.5,518,516,N/A,,0,0,0,0,0
2018-083E,43666,*+,CUBEBEL-1 (BSUSAT-1),PRC,2018-10-29,JSC,NA,94.9,97.5,524,501,N/A,,0,0,1,0,1
2018-083H,43669,*+,CHANGSHAGAOXIN (TY 4-01,PRC,2018-10-29,JSC,NA,94.9,97.5,524,507,N/A,,0,0,1,0,0
2018-084B,43672,*+,GOSAT 2,JPN,2018-10-29,TANSC,NA,97,97.9,617,615,N/A,,0,0,0,0,0
2018-084F,43676,*+,KHALIFASAT,UAE,2018-10-29,TANSC,NA,96.7,97.9,612,591,N/A,,0,0,0,0,0
2018-084G,43677,*+,TEN-KOH,JPN,2018-10-29,TANSC,NA,96.6,97.9,608,587,N/A,,0,0,1,0,0
2018-084H,43678,*+,DIWATA-2B,RP,2018-10-29,TANSC,NA,96.5,97.9,599,587,N/A,,0,0,1,0,0
2018-084J,43679,*+,STARS-AO,JPN,2018-10-29,TANSC,NA,96.5,97.9,597,586,N/A,,0,0,1,0,0
1998-067PR,43680,*+,DEBRISSAT-2,UK,1998-11-20,TYMSC,NA,91.8,51.6,367,362,N/A,,0,0,0,0,1
2018-084K,43681,*+,AUTCUBE 2,JPN,2018-10-29,TANSC,NA,96.5,97.9,598,587,N/A,,0,0,0,0,0
2018-085A,43683,*S,BEIDOU-3 G1,PRC,2018-11-01,XICLF,NA,1436.1,2.3,35790,35781,N/A,,0,0,1,1,0
2018-086A,43687,M*+,COSMOS 2529 [GLONASS-M],CIS,2018-11-03,PLMSC,NA,675.7,64.7,19162,19098,N/A,,0,0,0,1,0
2018-087A,43689,*+,METOP-C,EUM,2018-11-07,FRGUI,NA,101.3,98.7,822,819,N/A,,1,0,0,0,0
2018-088A,43690,*+,CICERO 10,US,2018-11-11,RLLB,NA,94.8,85,518,495,N/A,,0,0,0,0,1
2018-088C,43692,*+,NABEO-1 & KICK STAGE,US,2018-11-11,RLLB,NA,94.7,85,519,492,N/A,,0,0,0,0,0
2018-088D,43693,*+,IRVINE01,US,2018-11-11,RLLB,NA,94.6,85,515,486,N/A,,0,0,1,0,1
2018-088E,43694,*+,PROXIMA I,AUS,2018-11-11,RLLB,NA,94.6,85,516,486,N/A,,0,0,0,0,1
2018-088F,43695,*+,LEMUR-2-ZUPANSKI,US,2018-11-11,RLLB,NA,94.7,85,518,491,N/A,,1,0,0,0,0
2018-088G,43696,*+,PROXIMA II,AUS,2018-11-11,RLLB,NA,94.6,85,516,486,N/A,,0,0,0,0,1
2018-088H,43697,*+,LEMUR-2-CHANUSIAK,US,2018-11-11,RLLB,NA,94.7,85,515,489,N/A,,1,0,0,0,0
2018-089A,43698,*+,GSAT-29,IND,2018-11-14,SRILR,NA,1436.1,0,35798,35775,N/A,,0,0,1,0,0
2018-090A,43700,M*+,ES'HAIL 2,QAT,2018-11-15,AFETR,NA,1436.1,0,35794,35779,N/A,,0,0,1,0,0
2018-093A,43706,*+,BEIDOU-3 M17,PRC,2018-11-18,XICLF,NA,773.2,54.8,21562,21494,N/A,,0,0,0,1,0
2018-093B,43707,*+,BEIDOU-3 M18,PRC,2018-11-18,XICLF,NA,773.2,54.8,21557,21498,N/A,,0,0,0,1,0
2018-094A,43710,*+,TIANZHI 1,PRC,2018-11-19,JSC,NA,94.5,97.4,505,486,N/A,,0,0,0,0,0
2018-094B,43711,*+,SHIYUAN 6 (SY-6),PRC,2018-11-19,JSC,NA,94.7,97.4,515,498,N/A,,0,0,0,0,0
2018-094C,43712,*+,TIANPING 1A,PRC,2018-11-19,JSC,NA,94.5,97.4,504,486,N/A,,0,0,0,0,0
2018-094D,43713,*+,JIADING 1,PRC,2018-11-19,JSC,NA,94.5,97.4,505,485,N/A,,0,0,0,0,0
2018-094E,43714,*+,TIANPING 1B,PRC,2018-11-19,JSC,NA,94.5,97.4,504,486,N/A,,0,0,0,0,0
2018-095A,43717,*+,MOHAMMED VI-B,MA,2018-11-21,FRGUI,NA,97.5,97.9,639,638,N/A,,0,0,0,0,0
2018-096A,43719,*+,HYSIS,IND,2018-11-29,SRILR,NA,97.4,97.9,640,627,N/A,,1,0,0,0,0
2018-096B,43720,*+,HSAT,US,2018-11-29,SRILR,NA,94.3,97.5,495,474,N/A,,0,0,0,0,0
2018-096C,43721,*+,FACSAT-1,COL,2018-11-29,SRILR,NA,94.3,97.5,497,475,N/A,,0,0,1,0,1
2018-096D,43722,*+,CENTAURI-2,US,2018-11-29,SRILR,NA,94.3,97.5,496,474,N/A,,0,0,1,0,1
2018-096E,43723,*+,FLOCK 3R-9,US,2018-11-29,SRILR,NA,94.3,97.5,494,472,N/A,,1,0,0,0,0
2018-096F,43724,*+,FLOCK 3R-12,US,2018-11-29,SRILR,NA,94.3,97.5,494,472,N/A,,1,0,0,0,0
2018-096G,43725,*+,FLOCK 3R-11,US,2018-11-29,SRILR,NA,94.3,97.5,494,472,N/A,,1,0,0,0,0
2018-096H,43726,*+,FLOCK 3R-5,US,2018-11-29,SRILR,NA,94.3,97.5,494,472,N/A,,1,0,0,0,0
2018-096J,43727,*+,FLOCK 3R-8,US,2018-11-29,SRILR,NA,94.3,97.5,494,472,N/A,,1,0,0,0,0
2018-096K,43728,*+,OBJECT K,TBD,2018-11-29,SRILR,NA,94.3,97.5,495,473,N/A,,0,0,0,0,0
2018-096L,43729,*+,KEPLER-1 (CASE),CA,2018-11-29,SRILR,NA,94.3,97.5,495,472,N/A,,0,0,0,0,0
2018-096M,43730,*+,GLOBAL-1,US,2018-11-29,SRILR,NA,94.3,97.5,498,473,N/A,,0,0,0,0,0
2018-096N,43731,*+,LEMUR-2-ORZULAK,US,2018-11-29,SRILR,NA,94.3,97.5,496,469,N/A,,1,0,0,0,0
2018-096P,43732,*+,LEMUR-2-KOBYSZCZE,US,2018-11-29,SRILR,NA,94.2,97.5,495,469,N/A,,1,0,0,0,0
2018-096Q,43733,*+,FLOCK 3R-4,US,2018-11-29,SRILR,NA,94.3,97.5,496,470,N/A,,1,0,0,0,0
2018-096R,43734,*+,FLOCK 3R-3,US,2018-11-29,SRILR,NA,94.3,97.5,496,469,N/A,,1,0,0,0,0
2018-096S,43735,*+,FLOCK 3R-16,US,2018-11-29,SRILR,NA,94.3,97.5,496,469,N/A,,1,0,0,0,0
2018-096T,43736,*+,FLOCK 3R-15,US,2018-11-29,SRILR,NA,94.3,97.5,497,469,N/A,,1,0,0,0,0
2018-096U,43737,*+,CICERO 8,US,2018-11-29,SRILR,NA,94.2,97.5,495,467,N/A,,0,0,0,0,0
2018-096V,43738,*+,INNOSAT-2,MAL,2018-11-29,SRILR,NA,94.2,97.5,494,463,N/A,,0,0,1,0,1
2018-096X,43740,*+,FLOCK 3R-10,US,2018-11-29,SRILR,NA,94.3,97.5,494,472,N/A,,1,0,0,0,0
2018-096Y,43741,*+,FLOCK 3R-6,US,2018-11-29,SRILR,NA,94.3,97.5,494,472,N/A,,1,0,0,0,0
2018-096Z,43742,*+,FLOCK 3R-7,US,2018-11-29,SRILR,NA,94.3,97.5,494,472,N/A,,1,0,0,0,0
2018-096AA,43743,*+,REAKTOR HELLO WORLD,FIN,2018-11-29,SRILR,NA,94.3,97.5,497,474,N/A,,0,0,1,0,0
2018-096AB,43744,*+,HIBER-1,NET,2018-11-29,SRILR,NA,94.3,97.5,496,473,N/A,,0,0,0,0,0
2018-096AC,43745,*+,LEMUR-2-DULY,US,2018-11-29,SRILR,NA,94.3,97.5,495,469,N/A,,1,0,0,0,0
2018-096AD,43746,*+,LEMUR-2-VLADIMIR,US,2018-11-29,SRILR,NA,94.2,97.5,495,469,N/A,,1,0,0,0,0
2018-096AE,43747,*+,FLOCK 3R-1,US,2018-11-29,SRILR,NA,94.3,97.5,496,469,N/A,,1,0,0,0,0
2018-096AF,43748,*+,FLOCK 3R-2,US,2018-11-29,SRILR,NA,94.2,97.5,495,469,N/A,,1,0,0,0,0
2018-096AG,43749,*+,FLOCK 3R-14,US,2018-11-29,SRILR,NA,94.2,97.5,494,467,N/A,,1,0,0,0,0
2018-096AH,43750,*+,FLOCK 3R-13,US,2018-11-29,SRILR,NA,94.2,97.5,494,467,N/A,,1,0,0,0,0
2018-097A,43751,*+,COSMOS 2530,CIS,2018-11-30,PLMSC,NA,115.9,82.5,1509,1480,N/A,,0,0,0,0,0
2018-097B,43752,*+,COSMOS 2531,CIS,2018-11-30,PLMSC,NA,115.9,82.5,1507,1482,N/A,,0,0,0,0,0
2018-097C,43753,*+,COSMOS 2532,CIS,2018-11-30,PLMSC,NA,115.9,82.5,1508,1481,N/A,,0,0,0,0,0
2018-099A,43758,*+,MINXSS-2,US,2018-12-03,AFWTR,NA,96.3,97.7,591,571,N/A,,0,0,0,0,0
2018-099B,43759,*+,SIRION PATHFINDER-2,US,2018-12-03,AFWTR,NA,96.3,97.7,591,573,N/A,,0,0,0,0,1
2018-099C,43760,M*+,ELYSIUM STAR 2 & LFF,US,2018-12-03,AFWTR,NA,96.3,97.7,590,573,N/A,,0,0,0,0,0
2018-099D,43761,*+,OBJECT D,TBD,2018-12-03,AFWTR,NA,96.3,97.7,591,573,N/A,,0,0,0,0,0
2018-099E,43762,*+,STPSAT-5,US,2018-12-03,AFWTR,NA,96.3,97.7,589,571,N/A,,0,0,0,0,0
2018-099G,43764,*+,POLAR SCOUT KODIAK,US,2018-12-03,AFWTR,NA,96.2,97.7,588,568,N/A,,0,0,0,0,0
2018-099H,43765,*+,HAWK-A,US,2018-12-03,AFWTR,NA,96.3,97.7,589,570,N/A,,0,1,0,0,0
2018-099K,43767,*+,CORVUS-BC 4,US,2018-12-03,AFWTR,NA,96.4,97.7,591,576,N/A,,0,0,0,0,1
2018-099L,43768,*+,AISTECHSAT 2,SPN,2018-12-03,AFWTR,NA,96.4,97.7,591,577,N/A,,0,0,1,0,0
2018-099M,43769,*+,FLOCK 3S-1,US,2018-12-03,AFWTR,NA,96.3,97.7,592,574,N/A,,1,0,0,0,0
2018-099N,43770,*+,FOX-1CLIFF (AO-95),US,2018-12-03,AFWTR,NA,96.3,97.7,592,574,N/A,,0,0,1,0,0
2018-099P,43771,*+,OBJECT P,TBD,2018-12-03,AFWTR,NA,96.3,97.7,592,574,N/A,,0,0,0,0,0
2018-099Q,43772,*+,RANGE-A,US,2018-12-03,AFWTR,NA,96.3,97.7,591,574,N/A,,0,0,1,0,0
2018-099R,43773,*+,RANGE-B,US,2018-12-03,AFWTR,NA,96.3,97.7,591,574,N/A,,0,0,1,0,0
2018-099S,43774,*+,HIBER-2,NET,2018-12-03,AFWTR,NA,96.3,97.7,590,575,N/A,,0,0,0,0,0
2018-099T,43775,*+,OBJECT T,TBD,2018-12-03,AFWTR,NA,96.3,97.7,592,573,N/A,,0,0,0,0,0
2018-099U,43776,*+,SPAWAR-CAL-R,US,2018-12-03,AFWTR,NA,96.3,97.7,592,573,N/A,,0,0,0,0,0
2018-099V,43777,*+,LACMA ENOCH,US,2018-12-03,AFWTR,NA,96.3,97.7,589,570,N/A,,0,0,0,0,1
2018-099W,43778,*+,SPAWAR-CAL-OR,US,2018-12-03,AFWTR,NA,96.3,97.7,591,574,N/A,,0,0,0,0,0
2018-099X,43779,*+,OBJECT X,TBD,2018-12-03,AFWTR,NA,96.3,97.7,592,573,N/A,,0,0,0,0,0
2018-099Y,43780,*+,MOVE-II,GER,2018-12-03,AFWTR,NA,96.3,97.7,590,573,N/A,,0,0,1,0,1
2018-099AA,43782,*+,SNUSAT-2,SKO,2018-12-03,AFWTR,NA,96.3,97.7,590,574,N/A,,0,0,1,0,0
2018-099AB,43783,*+,KAZSTSAT,KAZ,2018-12-03,AFWTR,NA,96.4,97.8,592,582,N/A,,1,0,0,0,0
2018-099AC,43784,*+,SNUGLITE,SKO,2018-12-03,AFWTR,NA,96.3,97.7,591,572,N/A,,0,0,1,0,0
2018-099AD,43785,*+,ORBWEAVER 2,US,2018-12-03,AFWTR,NA,96.3,97.7,590,573,N/A,,0,0,0,0,0
2018-099AE,43786,*+,ITASAT 1,BRA,2018-12-03,AFWTR,NA,96.3,97.7,591,572,N/A,,0,0,1,0,0
2018-099AF,43787,*+,KAZSCISAT-1,KAZ,2018-12-03,AFWTR,NA,96.3,97.7,590,572,N/A,,0,0,1,0,0
2018-099AG,43788,*+,FLOCK 3S-3,US,2018-12-03,AFWTR,NA,96.3,97.7,591,572,N/A,,1,0,0,0,0
2018-099AJ,43790,*+,EAGLET-I,IT,2018-12-03,AFWTR,NA,96.3,97.7,589,572,N/A,,0,0,1,0,0
2018-099AK,43791,*+,CAPELLA-1,US,2018-12-03,AFWTR,NA,96.2,97.8,585,570,N/A,,0,0,0,0,0
2018-099AL,43792,M*+,ESEO,ESA,2018-12-03,AFWTR,NA,96.3,97.7,589,572,N/A,,0,0,1,0,0
2018-099AM,43793,*+,CSIM-FD,US,2018-12-03,AFWTR,NA,96.3,97.7,588,572,N/A,,0,0,1,0,0
2018-099AN,43794,*+,HAWK-B,US,2018-12-03,AFWTR,NA,96.3,97.7,589,570,N/A,,0,1,0,0,0
2018-099AP,43795,*+,ORBWEAVER 1,US,2018-12-03,AFWTR,NA,96.3,97.7,588,571,N/A,,0,0,0,0,0
2018-099AQ,43796,*+,THEA,US,2018-12-03,AFWTR,NA,96.3,97.7,589,570,N/A,,0,0,0,0,0
2018-099AR,43797,*+,SKYSAT-C12,US,2018-12-03,AFWTR,NA,94.5,97.4,498,493,N/A,,1,0,0,0,0
2018-099AS,43798,*+,ASTROCAST 0.1,SWT,2018-12-03,AFWTR,NA,96.3,97.7,588,572,N/A,,0,0,1,0,0
2018-099AT,43799,*+,HAWK-C,US,2018-12-03,AFWTR,NA,96.3,97.7,589,570,N/A,,0,1,0,0,0
2018-099AU,43800,*+,ICEYE-X2,FIN,2018-12-03,AFWTR,NA,96.3,97.7,591,573,N/A,,0,0,0,0,0
2018-099AV,43801,*+,OBJECT AV,TBD,2018-12-03,AFWTR,NA,96.3,97.7,590,572,N/A,,0,0,0,0,0
2018-099AW,43802,*+,SKYSAT-C13,US,2018-12-03,AFWTR,NA,94.5,97.4,500,491,N/A,,1,0,0,0,0
2018-099AX,43803,M*+,JY1SAT (JO-97),JOR,2018-12-03,AFWTR,NA,96.3,97.7,591,572,N/A,,0,0,1,0,0
2018-099AY,43804,*+,SUOMI-100,FIN,2018-12-03,AFWTR,NA,96.3,97.7,591,572,N/A,,0,0,1,0,0
2018-099AZ,43805,*+,AL-FARABI 2,KAZ,2018-12-03,AFWTR,NA,96.3,97.7,591,572,N/A,,0,0,1,0,0
2018-099BA,43806,*+,OBJECT BA,TBD,2018-12-03,AFWTR,NA,96.3,97.7,591,572,N/A,,0,0,0,0,0
2018-099BB,43807,*+,EUCROPIS,GER,2018-12-03,AFWTR,NA,96.3,97.7,589,573,N/A,,0,0,0,0,0
2018-099BC,43808,*+,POLAR SCOUT YUKON,US,2018-12-03,AFWTR,NA,96.3,97.7,589,573,N/A,,0,0,0,0,0
2018-099BD,43809,*+,CENTAURI-1,AUS,2018-12-03,AFWTR,NA,96.3,97.7,591,571,N/A,,0,0,0,0,0
2018-099BE,43810,*+,OBJECT BE,TBD,2018-12-03,AFWTR,NA,96.3,97.7,590,572,N/A,,0,0,0,0,0
2018-099BF,43811,*+,NEXTSAT-1,SKO,2018-12-03,AFWTR,NA,96.3,97.7,589,573,N/A,,0,0,0,0,0
2018-099BG,43812,*+,BLACKSKY GLOBAL 2,US,2018-12-03,AFWTR,NA,96.3,97.7,590,573,N/A,,0,0,0,0,0
2018-099BH,43813,*+,BRIO,US,2018-12-03,AFWTR,NA,96.3,97.7,589,572,N/A,,0,0,0,0,0
2018-099BJ,43814,*+,PW-SAT2,POL,2018-12-03,AFWTR,NA,95.8,97.8,564,553,N/A,,0,0,1,0,0
2018-099BK,43815,*+,FALCONSAT-6,US,2018-12-03,AFWTR,NA,96.3,97.7,592,574,N/A,,0,0,0,0,0
2018-099BL,43816,*+,SPACEBEE-7,US,2018-12-03,AFWTR,NA,96.3,97.7,589,572,N/A,,0,0,0,0,1
2018-099BM,43817,*+,SPACEBEE-5,US,2018-12-03,AFWTR,NA,96.3,97.7,588,572,N/A,,0,0,0,0,1
2018-099BN,43818,*+,SPACEBEE-6,US,2018-12-03,AFWTR,NA,96.3,97.7,589,572,N/A,,0,0,0,0,1
2018-099BP,43819,*+,EXCITE,US,2018-12-03,AFWTR,NA,96.3,97.7,590,573,N/A,,0,0,0,0,0
2018-099BQ,43820,*+,SEAHAWK-1,US,2018-12-03,AFWTR,NA,96.3,97.7,589,573,N/A,,0,0,0,0,0
2018-099BR,43821,*+,FLOCK 3S-2,US,2018-12-03,AFWTR,NA,96.3,97.7,590,572,N/A,,0,0,0,0,0
2018-100A,43823,*+,GEO-KOMPSAT-2A,SKO,2018-12-04,FRGUI,NA,1436.1,0,35791,35781,N/A,,1,0,1,0,0
2018-100B,43824,*+,GSAT-11,IND,2018-12-04,FRGUI,NA,1436.1,0,35809,35763,N/A,,0,0,1,0,0
2018-102A,43831,*+,SAUDISAT 5A,SAU,2018-12-07,JSC,NA,95.5,97.6,552,533,N/A,,1,0,0,0,0
2018-102B,43832,*+,OBJECT B,TBD,2018-12-07,JSC,NA,95.5,97.6,549,531,N/A,,0,0,0,0,0
2018-102C,43833,*+,SAUDISAT 5B,SAU,2018-12-07,JSC,NA,95.5,97.6,551,531,N/A,,1,0,0,0,0
2018-102D,43834,*+,OBJECT D,TBD,2018-12-07,JSC,NA,95.5,97.6,550,532,N/A,,0,0,0,0,0
2018-102E,43835,*+,OBJECT E,TBD,2018-12-07,JSC,NA,95.5,97.6,550,531,N/A,,0,0,0,0,0
2018-102F,43836,*+,OBJECT F,TBD,2018-12-07,JSC,NA,95.4,97.6,550,530,N/A,,0,0,0,0,0
2018-102G,43837,*+,OBJECT G,TBD,2018-12-07,JSC,NA,95.4,97.6,549,529,N/A,,0,0,0,0,0
2018-102H,43838,*+,OBJECT H,TBD,2018-12-07,JSC,NA,95.4,97.6,550,528,N/A,,0,0,0,0,0
2018-102J,43839,*+,OBJECT J,TBD,2018-12-07,JSC,NA,95.4,97.6,549,528,N/A,,0,0,0,0,0
2018-102K,43840,*+,OBJECT K,TBD,2018-12-07,JSC,NA,95.4,97.6,549,527,N/A,,0,0,0,0,0
2018-102L,43841,*+,OBJECT L,TBD,2018-12-07,JSC,NA,95.4,97.6,549,527,N/A,,0,0,0,0,0
2018-102M,43842,*+,OBJECT M,TBD,2018-12-07,JSC,NA,95.4,97.6,543,531,N/A,,0,0,0,0,0
2018-104A,43849,*+,TOMSAT R3 (AEROCUBE 11B,US,2018-12-16,RLLB,NA,94.6,85,511,490,N/A,,0,0,0,0,0
2018-104B,43850,*+,SHIELDS 1,US,2018-12-16,RLLB,NA,94.7,85,511,494,N/A,,0,0,0,0,1
2018-104C,43851,*+,ELECTRON KICK STAGE R/B,TBD,2018-12-16,RLLB,NA,94.6,85,509,489,N/A,,0,0,0,0,0
2018-104D,43852,*+,STF-1,US,2018-12-16,RLLB,NA,94.7,85,512,495,N/A,,0,0,0,0,1
2018-104E,43853,*+,OBJECT E,TBD,2018-12-16,RLLB,NA,94.5,85,507,485,N/A,,0,0,0,0,0
2018-104F,43854,*+,OBJECT F,TBD,2018-12-16,RLLB,NA,94.6,85,509,487,N/A,,0,0,0,0,0
2018-104G,43855,*+,CHOMPTT,US,2018-12-16,RLLB,NA,94.6,85,509,488,N/A,,0,0,1,0,0
2018-104H,43856,*+,ISX (CP11),US,2018-12-16,RLLB,NA,94.7,85,513,496,N/A,,0,0,0,0,0
2018-104J,43857,*+,DAVINCI,US,2018-12-16,RLLB,NA,94.6,85,510,491,N/A,,0,0,0,0,0
2018-104K,43858,*+,OBJECT K,TBD,2018-12-16,RLLB,NA,94.7,85,512,493,N/A,,0,0,0,0,0
2018-104L,43859,*+,OBJECT L,TBD,2018-12-16,RLLB,NA,94.7,85,510,495,N/A,,0,0,0,0,0
2018-104M,43860,*+,SHFT 1 (GOERGEN),US,2018-12-16,RLLB,NA,94.6,85,507,492,N/A,,0,0,0,0,0
2018-104N,43861,M*+,TOMSAT EAGLESCOUT,US,2018-12-16,RLLB,NA,94.6,85,511,491,N/A,,0,0,0,0,0
2018-105A,43864,*+,GSAT-7A,IND,2018-12-19,SRILR,NA,1436.1,0.1,35796,35777,N/A,,0,0,1,0,0
2018-107A,43867,M*+,COSMOS 2533,CIS,2018-12-21,TYMSC,NA,1436.1,0,35789,35784,N/A,,0,0,1,0,0
2018-108A,43871,*+,HONGYUN 1,PRC,2018-12-21,JSC,NA,106.6,99.9,1079,1062,N/A,,0,0,0,0,0
2018-109A,43873,M*+,NAVSTAR 77 (USA 289),US,2018-12-23,AFETR,NA,718,55,20195,20169,N/A,,0,0,0,1,0
2018-110A,43874,*+,TJS-3,PRC,2018-12-24,XICLF,NA,1436.1,0,35817,35757,N/A,,0,0,1,0,0
